human_entrez	human_symbol	cor_fib_1	cor_fib_2	mean_cor_fib	cor_esc_1	cor_esc_2	mean_cor_esc	mean_cor_fib_esc
673	BRAF	-1	-1	-1	0.5	-0.5	0	-0.5
4708	NDUFB2	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
6596	HLTF	-1	0.5	-0.25	1	0.5	0.75	0.25
24148	PRPF6	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
10287	RGS19	-1	1	0	1	-1	0	0
8601	RGS20	-1	-0.5	-0.75	-1	-1	-1	-0.875
171586	ABHD3	1	-0.5	0.25	-1	-1	-1	-0.375
6632	SNRPD1	0.5	-0.5	0	1	1	1	0.5
84260	TCHP	-1	-0.5	-0.75	-1	-1	-1	-0.875
7074	TIAM1	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
7249	TSC2	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
6123	RPL3L	-0.866025403784439	0	-0.433012701892219	-0.5	0.5	0	-0.21650635094611
9351	SLC9A3R2	0.5	0.5	0.5	-1	0.5	-0.25	0.125
22827	PUF60	1	1	1	-1	0.5	-0.25	0.375
83549	UCK1	-1	-1	-1	-1	0.5	-0.25	-0.625
85477	SCIN	0.866025403784439	0	0.433012701892219	-1	-0.5	-0.75	-0.15849364905389
64375	IKZF4	-1	-1	-1	-1	-1	-1	-1
84299	MIEN1	1	1	1	-1	1	0	0.5
5444	PON1	0	0	0	0	0	0	0
558	AXL	1	1	1	0.5	0.5	0.5	0.75
7040	TGFB1	0.5	1	0.75	1	1	1	0.875
90324	CCDC97	1	1	1	0.5	-1	-0.25	0.375
26993	AKAP8L	1	1	1	-1	-0.5	-0.75	0.125
6469	SHH	-1	-0.5	-0.75	0.5	1	0.75	0
84306	PDCD2L	1	1	1	-1	0.5	-0.25	0.375
2962	GTF2F1	1	1	1	0.5	0.5	0.5	0.75
8192	CLPP	0.5	1	0.75	-1	-1	-1	-0.125
84266	ALKBH7	0.5	1	0.75	-1	1	0	0.375
5623	PSPN	0.5	1	0.75	-1	1	0	0.375
79958	DENND1C	0.866025403784439	0	0.433012701892219	-1	-0.5	-0.75	-0.15849364905389
10001	MED6	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
5587	PRKD1	-1	-1	-1	-0.5	0.5	0	-0.5
3937	LCP2	-0.5	1	0.25	-1	-1	-1	-0.375
1434	CSE1L	-0.5	0.5	0	1	0.5	0.75	0.375
51126	NAA20	1	-0.5	0.25	-0.5	1	0.25	0.25
8575	PRKRA	0.5	1	0.75	-1	-0.5	-0.75	0
51661	FKBP7	0.5	0.5	0.5	0.5	0.5	0.5	0.5
65977	PLEKHA3	-1	-1	-1	0.5	0.5	0.5	-0.25
10652	YKT6	1	1	1	0.5	1	0.75	0.875
9031	BAZ1B	-0.5	0.5	0	0.5	-0.5	0	0
5190	PEX6	1	0.5	0.75	-0.5	-1	-0.75	0
4201	MEA1	1	0.5	0.75	0.5	-0.5	0	0.375
27232	GNMT	0.5	0.5	0.5	0.5	-0.5	0	0.25
2906	GRIN2D	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
10945	KDELR1	1	1	1	0.5	1	0.75	0.875
55260	TMEM143	1	0.5	0.75	0.5	-0.5	0	0.375
3714	JAG2	-1	-1	-1	-1	-1	-1	-1
90135	BTBD6	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
256281	NUDT14	-1	-0.5	-0.75	-1	-1	-1	-0.875
54749	EPDR1	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
2314	FLII	1	0.5	0.75	-1	1	0	0.375
7156	TOP3A	-1	-1	-1	-1	-1	-1	-1
84971	ATG4D	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
81890	QTRT1	0.5	1	0.75	-1	-0.5	-0.75	0
729359	PLIN4	0.5	1	0.75	0.5	1	0.75	0.75
84717	HDGFL2	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
10036	CHAF1A	-0.5	-1	-0.75	1	1	1	0.125
141	ADPRH	-1	-1	-1	-1	0.5	-0.25	-0.625
55254	TMEM39A	-0.5	0.5	0	-1	0.5	-0.25	-0.125
51300	TIMMDC1	-1	-1	-1	-0.5	-1	-0.75	-0.875
51365	PLA1A	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
4171	MCM2	-1	-1	-1	1	1	1	0
131601	TPRA1	-1	-1	-1	-0.5	0.5	0	-0.5
4664	NAB1	-1	-1	-1	-1	-0.5	-0.75	-0.875
976	ADGRE5	1	1	1	-0.5	-0.5	-0.5	0.25
23765	IL17RA	-1	-0.5	-0.75	0.5	1	0.75	0
3912	LAMB1	1	1	1	0.5	-1	-0.25	0.375
3780	KCNN1	1	1	1	0.5	0.5	0.5	0.75
27106	ARRDC2	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
10842	PPP1R17	-0.5	0	-0.25	-0.866025403784439	0.866025403784439	0	-0.125
948	CD36	0.5	-1	-0.25	0	0	0	-0.125
5609	MAP2K7	-1	-0.5	-0.75	-1	-1	-1	-0.875
10469	TIMM44	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
161	AP2A2	1	1	1	1	0.5	0.75	0.875
11284	PNKP	0.5	1	0.75	1	0.5	0.75	0.75
81857	MED25	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
4059	BCAM	-1	-1	-1	0.5	1	0.75	-0.125
1209	CLPTM1	0.5	0.5	0.5	0.5	0.5	0.5	0.5
5971	RELB	0.5	1	0.75	0.5	0.5	0.5	0.625
10452	TOMM40	1	1	1	0.5	1	0.75	0.875
348	APOE	1	1	1	-1	-0.5	-0.75	0.125
344	APOC2	0	0	0	0.5	1	0.75	0.375
26959	HBP1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
5577	PRKAR2B	1	1	1	-1	-1	-1	0
1027	CDKN1B	-1	-1	-1	-1	-0.5	-0.75	-0.875
9314	KLF4	-1	-1	-1	-1	-1	-1	-1
8907	AP1M1	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
4218	RAB8A	-1	-0.5	-0.75	1	1	1	0.125
3151	HMGN2	-0.5	-0.5	-0.5	1	1	1	0.25
26017	FAM32A	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
1999	ELF3	0.5	0	0.25	-1	-1	-1	-0.375
83930	STARD3NL	-1	-0.5	-0.75	1	1	1	0.125
6794	STK11	0.5	1	0.75	0.5	-0.5	0	0.375
1943	EFNA2	-1	-1	-1	-0.5	1	0.25	-0.375
513	ATP5F1D	1	1	1	-1	-0.5	-0.75	0.125
5536	PPP5C	0.5	0.5	0.5	-1	0.5	-0.25	0.125
51755	CDK12	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
3991	LIPE	0.5	0.5	0.5	1	1	1	0.75
5049	PAFAH1B2	-1	-1	-1	0.5	0.5	0.5	-0.25
11138	TBC1D8	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
55571	CNOT11	1	1	1	0.5	-0.5	0	0.5
55810	FOXJ2	-1	-1	-1	-1	-0.5	-0.75	-0.875
6717	SRI	0.5	0.5	0.5	-1	-1	-1	-0.25
9993	DGCR2	0.5	0.5	0.5	0.5	0.5	0.5	0.5
3661	IRF3	1	-0.5	0.25	0.5	-0.5	0	0.125
83596	BCL2L12	0.5	0.5	0.5	0.5	0.5	0.5	0.5
84954	MPND	1	0.5	0.75	-1	-0.5	-0.75	0
6455	SH3GL1	0.5	0.5	0.5	-1	0.5	-0.25	0.125
10148	EBI3	0.866025403784439	0	0.433012701892219	-1	-0.5	-0.75	-0.15849364905389
55702	YJU2	1	1	1	-0.5	-0.5	-0.5	0.25
5903	RANBP2	1	0.5	0.75	1	0.5	0.75	0.75
10913	EDAR	-1	-0.5	-0.75	1	0	0.5	-0.125
2869	GRK5	-1	-1	-1	0.5	0.5	0.5	-0.25
1857	DVL3	-1	-1	-1	0.5	1	0.75	-0.125
55324	ABCF3	0.5	0.5	0.5	-0.5	0.5	0	0.25
8893	EIF2B5	1	0.5	0.75	1	1	1	0.875
9266	CYTH2	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
6820	SULT2B1	-0.5	1	0.25	-1	0.5	-0.25	0
770	CA11	1	0.5	0.75	1	-0.5	0.25	0.5
9229	DLGAP1	0.5	0.5	0.5	0.5	1	0.75	0.625
5324	PLAG1	1	1	1	-1	-0.5	-0.75	0.125
3055	HCK	1	0.5	0.75	-1	0.5	-0.25	0.25
51073	MRPL4	0.5	0.5	0.5	-1	0.5	-0.25	0.125
9817	KEAP1	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
10053	AP1M2	0	0	0	-1	-1	-1	-0.5
2734	GLG1	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
148229	ATP8B3	1	0.5	0.75	0.5	0.5	0.5	0.625
55643	BTBD2	1	1	1	-1	0.5	-0.25	0.375
1455	CSNK1G2	1	0.5	0.75	0.5	0.5	0.5	0.625
81926	ABHD17A	1	0.5	0.75	-1	-0.5	-0.75	0
126308	MOB3A	1	1	1	-0.5	-1	-0.75	0.125
784	CACNB3	0.5	0.5	0.5	-1	-1	-1	-0.25
85478	CCDC65	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
51303	FKBP11	1	1	1	-0.5	-1	-0.75	0.125
9416	DDX23	1	1	1	1	1	1	1
23646	PLD3	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
2901	GRIK5	-0.5	0.5	0	1	0	0.5	0.25
973	CD79A	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
10567	RABAC1	0.5	-0.5	0	-1	0.5	-0.25	-0.125
2117	ETV3	-0.5	-1	-0.75	-1	-1	-1	-0.875
5589	PRKCSH	1	0.5	0.75	-0.5	1	0.25	0.5
1995	ELAVL3	0.5	-1	-0.25	1	1	1	0.375
5865	RAB3B	1	1	1	-0.5	-0.5	-0.5	0.25
338596	ST8SIA6	0	0	0	-0.5	-1	-0.75	-0.375
2217	FCGRT	0.5	-0.5	0	0.5	1	0.75	0.375
51070	NOSIP	1	1	1	0.5	1	0.75	0.875
55011	PIH1D1	-1	-0.5	-0.75	-0.5	0.5	0	-0.375
6205	RPS11	1	1	1	-1	0.5	-0.25	0.375
6829	SUPT5H	0.5	1	0.75	0.5	-0.5	0	0.375
10683	DLL3	0.5	-0.5	0	1	-0.5	0.25	0.125
54623	PAF1	1	-0.5	0.25	-1	-1	-1	-0.375
92609	TIMM50	-0.5	0.5	0	-0.5	1	0.25	0.125
55588	MED29	1	1	1	-1	-0.5	-0.75	0.125
636	BICD1	1	0.5	0.75	0.5	-1	-0.25	0.25
23385	NCSTN	-1	-0.5	-0.75	-1	0.5	-0.25	-0.5
5824	PEX19	0.5	-0.5	0	0.5	-0.5	0	0
9796	PHYHIP	-1	-1	-1	-0.5	0.5	0	-0.5
1395	CRHR2	0	0.5	0.25	-0.5	-1	-0.75	-0.25
4051	CYP4F3	0	0	0	0	0	0	0
3614	IMPDH1	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
1089	CEACAM4	1	0.5	0.75	-1	-1	-1	-0.125
5625	PRODH	1	1	1	-0.5	-0.5	-0.5	0.25
8220	ESS2	-1	-1	-1	-0.5	1	0.25	-0.375
6576	SLC25A1	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
8214	DGCR6	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
780	DDR1	0.5	1	0.75	-1	-1	-1	-0.125
8870	IER3	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
2354	FOSB	-1	-0.5	-0.75	0	-0.866025403784439	-0.433012701892219	-0.59150635094611
89953	KLC4	1	1	1	-0.5	1	0.25	0.625
2067	ERCC1	1	1	1	-0.5	0.5	0	0.5
1586	CYP17A1	0	-0.866025403784439	-0.433012701892219	0	0	0	-0.21650635094611
57412	AS3MT	1	1	1	-0.5	-0.5	-0.5	0.25
9454	HOMER3	-1	-1	-1	-1	-0.5	-0.75	-0.875
23373	CRTC1	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
200312	RNF215	0.5	-1	-0.25	-0.5	-0.5	-0.5	-0.375
23541	SEC14L2	1	-1	0	-1	-0.5	-0.75	-0.375
57099	AVEN	1	0.5	0.75	0.5	1	0.75	0.75
1356	CP	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
54677	CROT	0.5	0.5	0.5	1	-1	0	0.25
6195	RPS6KA1	-0.5	-0.5	-0.5	1	1	1	0.25
794	CALB2	0	0	0	1	1	1	0.5
23020	SNRNP200	1	1	1	1	0.5	0.75	0.875
9391	CIAO1	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
3036	HAS1	0.5	1	0.75	0	-0.5	-0.25	0.25
10629	TAF6L	1	1	1	-1	-0.5	-0.75	0.125
51141	INSIG2	0.5	-0.5	0	-0.5	0.5	0	0
23633	KPNA6	-1	0.5	-0.25	0.5	0.5	0.5	0.125
4121	MAN1A1	-1	-1	-1	-0.5	-1	-0.75	-0.875
80271	ITPKC	1	1	1	-0.5	0.5	0	0.5
79934	COQ8B	1	1	1	-0.5	-0.5	-0.5	0.25
10902	BRD8	0.5	-0.5	0	-1	-1	-1	-0.5
10112	KIF20A	0.5	0.5	0.5	1	1	1	0.75
2193	FARSA	1	1	1	0.5	1	0.75	0.875
2639	GCDH	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
23139	MAST2	-1	-1	-1	0.5	-1	-0.25	-0.625
1777	DNASE2	0.5	-1	-0.25	-1	-1	-1	-0.625
5886	RAD23A	-1	-1	-1	-1	0.5	-0.25	-0.625
811	CALR	1	0.5	0.75	1	1	1	0.875
256126	SYCE2	0.5	0.5	0.5	0.5	1	0.75	0.625
10725	NFAT5	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
28987	NOB1	1	0.5	0.75	0.5	0.5	0.5	0.625
1728	NQO1	0.5	1	0.75	-1	-1	-1	-0.125
8541	PPFIA3	0	-0.5	-0.25	-0.5	1	0.25	0
2997	GYS1	1	1	1	0.5	1	0.75	0.875
10856	RUVBL2	1	1	1	-0.5	1	0.25	0.625
64130	LIN7B	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
581	BAX	0.5	1	0.75	-1	1	0	0.375
3575	IL7R	0.5	-1	-0.25	0	-0.5	-0.25	-0.25
7019	TFAM	1	1	1	1	1	1	1
1949	EFNB3	-0.5	-1	-0.75	0.5	0.5	0.5	-0.125
23531	MMD	-1	-0.5	-0.75	-1	-1	-1	-0.875
3131	HLF	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
26355	FAM162A	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
6132	RPL8	1	1	1	-1	-0.5	-0.75	0.125
2913	GRM3	0	0	0	0.5	-0.5	0	0
23635	SSBP2	1	1	1	-0.5	-0.5	-0.5	0.25
55120	FANCL	-1	-1	-1	1	1	1	0
57795	BRINP2	1	1	1	1	0.5	0.75	0.875
2947	GSTM3	1	-1	0	0.5	-0.5	0	0
2946	GSTM2	1	0.5	0.75	-0.5	-1	-0.75	0
2944	GSTM1	1	1	1	-1	-1	-1	0
6774	STAT3	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
6776	STAT5A	1	1	1	-0.5	-1	-0.75	0.125
284119	CAVIN1	0.5	1	0.75	1	1	1	0.875
4296	MAP3K11	1	1	1	-0.5	-0.5	-0.5	0.25
208	AKT2	1	1	1	0.5	1	0.75	0.875
9093	DNAJA3	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
3163	HMOX2	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
29965	CDIP1	-0.5	0.5	0	-1	-1	-1	-0.5
51776	MAP3K20	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
51503	CWC15	1	1	1	1	0.5	0.75	0.875
50509	COL5A3	1	1	1	-0.5	-1	-0.75	0.125
1786	DNMT1	-1	-1	-1	0.5	0.5	0.5	-0.25
692312	PPAN-P2RY11	1	1	1	-1	-1	-1	0
23452	ANGPTL2	1	0.5	0.75	-0.5	-1	-0.75	0
777	CACNA1E	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
774	CACNA1B	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
93587	TRMT10A	0.5	0.5	0.5	-0.5	1	0.25	0.375
2115	ETV1	1	1	1	1	0.5	0.75	0.875
90990	KIFC2	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
5660	PSAP	0.5	-0.5	0	-1	-1	-1	-0.5
8517	IKBKG	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
5076	PAX2	0	0	0	0.5	0.5	0.5	0.25
10352	WARS2	0.5	1	0.75	1	-0.5	0.25	0.5
1822	ATN1	-1	-1	-1	1	0.5	0.75	-0.125
11331	PHB2	1	1	1	1	1	1	1
5777	PTPN6	1	0.5	0.75	-0.5	1	0.25	0.5
2026	ENO2	1	0.5	0.75	-1	-0.5	-0.75	0
10436	EMG1	1	1	1	-0.5	1	0.25	0.625
10162	LPCAT3	1	0.5	0.75	-1	-1	-1	-0.125
9296	ATP6V1F	-1	-1	-1	-1	-0.5	-0.75	-0.875
3593	IL12B	0	-0.866025403784439	-0.433012701892219	0	0.866025403784439	0.433012701892219	0
1184	CLCN5	1	0.5	0.75	-0.5	-1	-0.75	0
1182	CLCN3	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
64344	HIF3A	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
257202	GPX6	0	0	0	0.5	1	0.75	0.375
5137	PDE1C	0	-0.5	-0.25	-0.5	0.5	0	-0.125
27340	UTP20	1	0.5	0.75	1	0.5	0.75	0.75
121599	SPIC	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
9729	KIAA0408	1	0.5	0.75	-1	-0.5	-0.75	0
8452	CUL3	0.5	0.5	0.5	1	1	1	0.75
6750	SST	0	0	0	0	0	0	0
3589	IL11	-0.5	0.5	0	-1	0.5	-0.25	-0.125
9215	LARGE1	-1	-1	-1	-1	-1	-1	-1
54606	DDX56	1	1	1	-0.5	0.5	0	0.5
222068	TMED4	-1	-1	-1	-1	0.5	-0.25	-0.625
136227	COL26A1	-0.5	1	0.25	-1	1	0	0.125
637	BID	-0.5	-1	-0.75	-0.5	1	0.25	-0.25
5899	RALB	1	1	1	0.5	1	0.75	0.875
5501	PPP1CC	1	1	1	1	0.5	0.75	0.875
55171	TBCCD1	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
6320	CLEC11A	1	0.5	0.75	-1	-0.5	-0.75	0
388569	ZNF324B	1	-0.5	0.25	1	-0.5	0.25	0.25
9846	GAB2	-1	-1	-1	-1	-1	-1	-1
23603	CORO1C	-1	-0.5	-0.75	0.5	1	0.75	0
8887	TAX1BP1	-0.5	-1	-0.75	0.5	1	0.75	0
1510	CTSE	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
57447	NDRG2	1	-0.5	0.25	1	0.5	0.75	0.5
64745	METTL17	1	-1	0	-0.5	1	0.25	0.125
55701	ARHGEF40	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
10908	PNPLA6	-1	0.5	-0.25	-0.5	-1	-0.75	-0.5
57192	MCOLN1	-1	-1	-1	-1	-1	-1	-1
23370	ARHGEF18	-1	-1	-1	-1	-1	-1	-1
5586	PKN2	-1	0.5	-0.25	1	0.5	0.75	0.25
945	CD33	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
2109	ETFB	1	1	1	-1	-0.5	-0.75	0.125
4818	NKG7	0	0	0	0	0	0	0
6813	STXBP2	-1	-1	-1	-1	-1	-1	-1
126006	PCP2	0.5	1	0.75	-0.5	1	0.25	0.5
8910	SGCE	-1	-1	-1	-0.5	1	0.25	-0.375
1124	AC004593.2	0	-0.5	-0.25	-1	-0.5	-0.75	-0.5
51741	WWOX	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
7884	SLBP	-1	-1	-1	1	1	1	0
7299	TYR	-1	1	0	1	0.5	0.75	0.375
2692	GHRHR	0	0	0	0	0	0	0
358	AQP1	0.5	1	0.75	-0.866025403784439	0.5	-0.183012701892219	0.28349364905389
10620	ARID3B	-0.5	0.5	0	-0.5	-0.5	-0.5	-0.25
1265	CNN2	-1	-0.5	-0.75	0.5	1	0.75	0
5434	POLR2E	1	1	1	0.5	0.5	0.5	0.75
154664	ABCA13	1	0	0.5	-0.5	0.5	0	0.25
4650	MYO9B	-1	-1	-1	-1	-1	-1	-1
9734	HDAC9	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
4063	LY9	0	0	0	-1	0.5	-0.25	-0.125
51744	CD244	0	0	0	1	-0.5	0.25	0.125
2015	ADGRE1	0	0	0	0	0	0	0
51537	MTFP1	-0.5	0.5	0	1	0.5	0.75	0.375
51715	RAB23	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
8766	RAB11A	-0.5	0.5	0	-0.5	0.5	0	0
8892	EIF2B2	1	0.5	0.75	0.5	0.5	0.5	0.625
1743	DLST	-1	0.5	-0.25	1	1	1	0.375
5228	PGF	1	1	1	-1	-0.5	-0.75	0.125
9706	ULK2	-1	-1	-1	-0.5	-1	-0.75	-0.875
6369	CCL24	0.5	-0.5	0	-1	-1	-1	-0.5
1609	DGKQ	1	0.5	0.75	-1	-1	-1	-0.125
400581	GRAPL	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
5449	POU1F1	0.5	-1	-0.25	1	-1	0	-0.125
25978	CHMP2B	-1	-1	-1	1	-0.5	0.25	-0.375
8985	PLOD3	-1	0.5	-0.25	-1	0.5	-0.25	-0.25
1174	AP1S1	1	1	1	-0.5	1	0.25	0.625
5603	MAPK13	1	1	1	-1	-1	-1	0
6732	SRPK1	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
5077	PAX3	-0.5	0.5	0	-0.5	-0.5	-0.5	-0.25
3930	LBR	-1	-0.5	-0.75	1	1	1	0.125
1382	CRABP2	1	1	1	-0.5	-1	-0.75	0.125
10763	NES	-1	0.5	-0.25	0.5	0.5	0.5	0.125
63827	BCAN	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
60484	HAPLN2	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
5546	PRCC	1	1	1	-1	0.5	-0.25	0.375
51093	RRNAD1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
3068	HDGF	1	1	1	0.5	1	0.75	0.875
83733	SLC25A18	0.5	-0.5	0	1	-0.5	0.25	0.125
7064	THOP1	0.5	1	0.75	0.5	-0.5	0	0.375
9546	APBA3	0.5	1	0.75	-1	0.5	-0.25	0.25
4145	MATK	0.5	1	0.75	-1	-0.5	-0.75	0
51588	PIAS4	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
5604	MAP2K1	-1	-1	-1	-0.5	0.5	0	-0.5
6449	SGTA	1	1	1	-1	1	0	0.5
27231	NMRK2	-0.5	0.5	0	-1	0.5	-0.25	-0.125
729515	TMEM242	1	1	1	0.5	-0.5	0	0.5
113878	DTX2	-1	0.5	-0.25	-1	0.5	-0.25	-0.25
22932	POMZP3	-0.5	-1	-0.75	0.5	0.5	0.5	-0.125
3315	HSPB1	-1	-1	-1	-1	-0.5	-0.75	-0.875
100271927	RASA4B	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
6861	SYT5	-1	-0.5	-0.75	1	1	1	0.125
3181	HNRNPA2B1	0.5	-0.5	0	1	1	1	0.5
53828	FXYD4	0	0	0	-0.5	0.5	0	0
81576	CCDC130	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
84245	MRI1	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
5567	PRKACB	-0.5	0.5	0	0.5	-0.5	0	0
6448	SGSH	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
26038	CHD5	1	0.5	0.75	-1	-1	-1	-0.125
1476	CSTB	1	1	1	-1	0.5	-0.25	0.375
10603	SH2B2	0.5	-0.5	0	0	0	0	0
5830	PEX5	1	0.5	0.75	1	1	1	0.875
51528	JKAMP	-1	0.5	-0.25	-0.5	1	0.25	0
960	CD44	0.5	0.5	0.5	0.5	0.5	0.5	0.5
6506	SLC1A2	-1	-1	-1	0.5	0.5	0.5	-0.25
440275	EIF2AK4	1	1	1	1	-0.5	0.25	0.625
9948	WDR1	-1	1	0	0.5	0.5	0.5	0.25
56606	SLC2A9	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
8840	CCN4	1	1	1	0.5	-0.5	0	0.5
10397	NDRG1	1	1	1	0.5	1	0.75	0.875
160140	C11orf65	-1	-0.5	-0.75	-1	0.5	-0.25	-0.5
4125	MAN2B1	-0.5	-1	-0.75	-1	-1	-1	-0.875
688	KLF5	-1	-1	-1	-1	-1	-1	-1
84292	WDR83	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
7001	PRDX2	1	0.5	0.75	1	1	1	0.875
5430	POLR2A	0.5	0.5	0.5	1	0.5	0.75	0.625
6462	SHBG	0	-0.866025403784439	-0.433012701892219	0	0.866025403784439	0.433012701892219	0
26168	SENP3	0.5	-1	-0.25	1	1	1	0.375
10699	CORIN	-1	-0.866025403784439	-0.933012701892219	1	-0.5	0.25	-0.34150635094611
84725	PLEKHA8	-0.5	-0.5	-0.5	1	0.5	0.75	0.125
57818	G6PC2	0	0	0	0	0	0	0
57405	SPC25	-1	-1	-1	-1	1	0	-0.5
146754	DNAH2	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
54101	RIPK4	-0.866025403784439	0	-0.433012701892219	-1	-0.5	-0.75	-0.59150635094611
7353	UFD1	1	-0.5	0.25	-0.5	0.5	0	0.125
57336	ZNF287	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
5618	PRLR	1	1	1	-0.5	-0.5	-0.5	0.25
3954	LETM1	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
29979	UBQLN1	-1	0.5	-0.25	1	0.5	0.75	0.25
2264	FGFR4	0.5	0.866025403784439	0.683012701892219	-0.5	-1	-0.75	-0.0334936490538903
57863	CADM3	0.5	0	0.25	0.5	-1	-0.25	0
2205	FCER1A	0	0	0	0	0	0	0
25828	TXN2	1	1	1	-1	0.5	-0.25	0.375
23581	CASP14	0.5	-0.5	0	-1	-1	-1	-0.5
6511	SLC1A6	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
6507	SLC1A3	0.5	1	0.75	1	1	1	0.875
51185	CRBN	0.5	-1	-0.25	0.5	1	0.75	0.25
3568	IL5RA	0	0	0	0	0	0	0
2956	MSH6	-0.5	0.5	0	1	0.5	0.75	0.375
80204	FBXO11	1	0.5	0.75	1	0.5	0.75	0.75
51085	MLXIPL	0.5	0.5	0.5	-1	-1	-1	-0.25
26608	TBL2	-1	-1	-1	1	0.5	0.75	-0.125
114049	BUD23	0.5	1	0.75	0.5	0.5	0.5	0.625
4811	NID1	-1	-1	-1	1	0.5	0.75	-0.125
4174	MCM5	-1	-1	-1	1	1	1	0
3162	HMOX1	-0.5	0.5	0	-1	0.5	-0.25	-0.125
23164	MPRIP	-1	-1	-1	0.5	1	0.75	-0.125
23152	CIC	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
5050	PAFAH1B3	1	0.5	0.75	-1	1	0	0.375
9466	IL27RA	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
5566	PRKACA	-1	-1	-1	0.5	1	0.75	-0.125
55723	ASF1B	-1	-1	-1	1	1	1	0
93408	MYL10	0.5	0.5	0.5	0	0.866025403784439	0.433012701892219	0.46650635094611
10212	DDX39A	0.5	1	0.75	1	1	1	0.875
3337	DNAJB1	-1	-1	-1	-0.5	1	0.25	-0.375
4438	MSH4	1	-0.5	0.25	-1	0.5	-0.25	0
