FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000048997	340.318714997222	333	359	435.795025434977	432.076151563943	512.260264565232	409.53705814719	413.807222171733	423.653870996258	623.184712897727
ENSMUSG00000049001	38.5364315808385	43.657117818462	30.0081656778241	46.1198183790376	39.7560469911329	52.2894232998889	20.1862698141472	24.0560342529591	13.3462283663907	11.0790660922795
ENSMUSG00000049008	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049010	0	0	0	17.1061185346	0	0	0	0	3.02751462514206	8.21260116587129
ENSMUSG00000049011	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049013	1	0	0	2	0	0	0	0	0	0
ENSMUSG00000049015	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049018	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049028	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049036	186	138	130	141	172	180	153	155	225	151
ENSMUSG00000049037	2	2	0	2	1	2	3	5	0	1
ENSMUSG00000049038	325	279	135.365130014545	193.754551910773	312	335	273	278	163.707588604092	172.356390680371
ENSMUSG00000049041	0	0	6.70849614457825	10.7551677572613	0	0	0	0	9.61183028601484	13.9779330530865
ENSMUSG00000049044	90.2989556379832	84.6756584663963	21.0223916005196	23.0777032669836	78	47.0000032630995	63.6030485842633	49	14.0164162757846	10.0486538169873
ENSMUSG00000049047	3300	2963	2084	2099	3629	4031	3909	3753	2266	2191
ENSMUSG00000049052	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049057	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000049062	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049076	4038	3425	102.676561221905	2.45780572154	3612	3666	3028	3282	379.124614386861	175.422612804213
ENSMUSG00000049086	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000049090	1362	1122	1236	1212	1320	1449	1337	1363	1336	1263
ENSMUSG00000049091	447.374975093206	319.47175980774	772.345789520043	683.903082506934	408.698898813705	482.275427341447	439	519	864.027760929037	662.355002411889
ENSMUSG00000049092	54	38	28	47.5273462566433	47	40	34	28	9	9
ENSMUSG00000049093	6	4.16805593798348	5	9	4	1	7.01485828245299	5	12	19
ENSMUSG00000049094	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049097	41	55	91	65	53	66	86	69	123	99
ENSMUSG00000049098	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049100	3.00443528780678	6.0179568959984	5.00332529456944	1	1.00168169290197	8.01236549028691	1.00095960166054	6.0016599325012	3.00112371998241	1.00176887251746
ENSMUSG00000049103	3.59753108167537	6.2837324535026	3.06931455513893	8.49561681123869	8.71305894309295	5.0211490031826	16.0743375534619	9.20326018023299	8.27056628451305	2.33793445204451
ENSMUSG00000049106	1664	1490	1268.81333917714	1445.29534343219	1476	1858	1287	1355	1108.47205951639	1424.37336830022
ENSMUSG00000049107	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000049109	1	0	0	1.0465799114798	1.78177481079268	0	2.518524534986	2.37785958117575	0	1.08094081926729
ENSMUSG00000049112	8.24461497521311	12.824740296194	0	17.0454402990427	8.26049869603664	8.33433606756599	6.30507395166351	0	6.00853207058608	4.59146483879195
ENSMUSG00000049115	714	674	738.9724414188	602.050925831675	729	876	641	680	234.585008905859	221.529541647758
ENSMUSG00000049119	494.007470926354	487.168439840102	324	371.017580372926	498.010488458514	614	422	412	330.004012131271	295.005885685117
ENSMUSG00000049122	3.17985288460103	4.40770667184999	0	0	0	1.043077946334	4.69766180871117	4.84233176440435	0	2.17683082052285
ENSMUSG00000049123	0	0	0	0	1.18309835132399	0	0	1.1799958724565	0	0
ENSMUSG00000049124	749.395703497063	632.592174423001	994.859400561516	1044.53298111456	656.490922832615	850.311579843838	962.909565452968	820.876084198691	1712.65158973914	1231.08692211653
ENSMUSG00000049128	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049130	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000049133	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000049134	1	0	0	1	1	0	2	0	0	5
ENSMUSG00000049148	6.99352383927131	4.01430851415498	2.05704668716344	0	2.7935823259371	3.09985884692838	2.01455712613822	2.00575451550175	2.02783094619474	1.01432727688658
ENSMUSG00000049149	0	0	1.01154221774991	3.00283112520192	0	0	0	0	0	2.03456121239316
ENSMUSG00000049152	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049154	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049160	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049164	794	718	414	461	769	804	818	929	416	471
ENSMUSG00000049168	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049173	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000049176	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000049184	290	258	186	182	260	272	270	240	155	162
ENSMUSG00000049191	237	189	173	292	350	356	521	449	526	652
ENSMUSG00000049202	2.75545664704729	1	2	0.764764869516266	0	6.1423698521386	0	0	2.6768570127408	0.618774025906458
ENSMUSG00000049214	1.03833839657653	3.5986980480889	0	1.0851712241376	5.53478517518152	1.53043141991211	3.18475263510926	3.17320045298989	0	0
ENSMUSG00000049217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049225	1621	1242	645	774	1403	1484	1161	1107	639	724
ENSMUSG00000049229	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049230	0	3.64067557771421	0	0	0	0	3.70760877669772	0	0	0
ENSMUSG00000049231	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000049232	534	420	299	306	471	524	478	433	274	267
ENSMUSG00000049233	324.05468487271	231.942975044753	0	0	272.135313824598	307.586485619807	314.807636941839	371.843416737274	0	2.14299310537257
ENSMUSG00000049235	0	3.58535544619582	32.2126351872227	63.8156101097115	0	0	4.32143868886983	0	60.0374799214462	53.2497820777984
ENSMUSG00000049241	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049246	0	0	0	5.11762752461753	1.04292792362371	3.09528137841556	0	0	0	0
ENSMUSG00000049249	29.0941698604129	43.4308514446773	18	5.3663255576497	33.9192702209059	30.5061517099103	30.7535033257694	24.3838492965486	11.0180631597105	4.72808322641259
ENSMUSG00000049252	1.06228052530187	0	4.05955675518477	1.03890607155568	0	1.05062749508261	0	1.043697913898	0	0
ENSMUSG00000049265	226.669123148386	137.985374888101	308.200468819425	175.70951460306	183.706628523404	193.476918201605	147.234161204264	162.799398140723	68.1774013593987	29.6446315955347
ENSMUSG00000049280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049281	3.18428510027477	4	2	0	1	4	4	3	1	0
ENSMUSG00000049285	100	87	91	127	114	118	89	92	92	81
ENSMUSG00000049287	99.342154817703	98.6100425024708	91	77.0312546527836	89.0313475012182	109.246026090639	89.0660370527099	91.7180394839802	69.9925948454659	92.9894036673502
ENSMUSG00000049288	5496.05267526337	4863.02518342146	3959.84677750394	4390.35776640866	5771.37718695233	6210.91149238377	5175.63940871633	5308.95037844708	4002.11203642756	4315.59384328151
ENSMUSG00000049291	2	0	0	0	1	0	3	3	0	1
ENSMUSG00000049295	779.630299961791	633.442561032641	529.906340290389	317.111595776878	624.930826932043	721.712643513144	549.459342562809	536.721989750157	424.978635507557	287.763404458969
ENSMUSG00000049299	643	591	725	843	632	728	714	645	863	843
ENSMUSG00000049300	264.296307425914	253.180104800482	323.107004483329	251.924025503632	311.248638971324	344.236790924257	341.01646318116	382.730721308127	377.36276128053	311.53457838296
ENSMUSG00000049303	38.3098134360869	42.500421622365	100.925488876973	80.5150626259934	65.8724337954759	75.5740934708564	103.237695722138	106.535642064053	99.8577453385303	79.6857619188208
ENSMUSG00000049305	1004	888	988.772217330812	1031	915.266417596028	1125.40352267747	820.687811371137	845	719	693.999627765784
ENSMUSG00000049307	7	4	4	7	6	11	12	5	7	6
ENSMUSG00000049313	17	14	38	68	25	41	29	51	33	66
ENSMUSG00000049314	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049315	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049321	107	102	64	78	97	144	85	94	13	25
ENSMUSG00000049323	1288.95370320236	1236.6521373079	958	938	1191.9516843686	1363	1243.91297026437	1376.5646205935	972	889
ENSMUSG00000049327	2417.15438767548	2224.00793230541	2880.43084271979	2566.41443814422	2195.31003232125	2476.52567457613	2004.78542376108	2302.08237660107	2785.89667124529	2281.27598380699
ENSMUSG00000049334	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049336	4	3	1	3	2	2	0	1	0	1
ENSMUSG00000049339	1666	1329	1405	1518	1573	1710	1442	1361	1498	1370
ENSMUSG00000049349	0	1	0	0	1	0	0	0	1	2
ENSMUSG00000049350	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049353	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000049354	2550.96677351924	2243.87707901062	1998.97218060713	2369	2415.93219527233	2622	2346.9082113912	2636	2300	2253
ENSMUSG00000049357	33	34	37	43	22	17	17	35	28	31
ENSMUSG00000049362	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000049372	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049382	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000049387	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049396	377.899785043138	345.525858611505	299.854644261084	368.457543971672	346.757549441345	452.971215063221	384.197481854447	488.876909920318	272.090331383145	263.176462857641
ENSMUSG00000049401	2524	2157	2399	2662	2559	3097	2716	2675	3213	3329
ENSMUSG00000049404	3	2	7	3	9	10	14	13	6	12
ENSMUSG00000049409	4	4	5	7.83235720781347	11	8	12.5541343079953	14.8355296439037	9	6
ENSMUSG00000049410	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049411	171.975484706853	213.392010860307	153	112.250790560529	144.605474109564	248.524778798069	153.27176142921	123.705888275995	98.6813439362145	89.5601562967642
ENSMUSG00000049414	0	0	37.4469064075788	6.08102559637283	0	0	0	0	6.73241158909654	31.5611315073379
ENSMUSG00000049420	38	24	0	14.5025920142174	34.9048117546581	33	51	53	36.1307311864277	11.1574595005182
ENSMUSG00000049421	2443.45607048261	2080.04210748818	1671.17351618308	1653.57229930804	2474.49890014781	2838.70126878479	2367.09596976601	2567.97967784557	1308.93913186757	1697.5271647131
ENSMUSG00000049422	15	8	7.59862805100182	0	13	26	14	25	0	0
ENSMUSG00000049427	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000049436	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049439	2119.23751146484	1956.94153982721	1787.27448589164	1798.39662828516	2204.96981736396	2651.49148106786	2356.95793656995	2513.63794366338	1896.46723024189	1659.76170608366
ENSMUSG00000049456	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049460	25.0104496188275	20	14.0126340859855	10.0090064302386	16.0388363903053	18.0547362620108	14.019433944109	11.038259605715	5	15.0335990667932
ENSMUSG00000049470	5182.17055984558	5369.6074852263	3855.24139780225	3792.52188668843	5262.53134233842	5624.1641973799	4379.7697364345	5356.01535385891	2764.93151140643	3062.50890170508
ENSMUSG00000049476	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049477	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049482	594.99332715755	531.767132413823	629.760011541918	733.56995889431	604.562690107771	832.137787498449	673.785901514304	691.418348791512	940.089176173145	754.991298452048
ENSMUSG00000049488	404.323122685437	392.668470838798	263.086566901209	301.998650633148	418.900350234867	460.582396158584	410.447052287033	402.13586276253	214.867539993124	270.798634641412
ENSMUSG00000049489	240	200	254	242	218	307	253	253	296	220
ENSMUSG00000049491	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049493	17	32	36	49	23	13	33	52	159	112
ENSMUSG00000049498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049502	164.965026213534	163.175151499309	112.201314826858	118.916121928391	151.159983147251	183.891208765351	118.060569348656	122.828324858508	49.5433633406773	69.7527573738054
ENSMUSG00000049504	1023.86705147724	861.607672003463	692.610641881796	829.543598928368	954.331175751255	952.047243613317	930.259830503795	1034.70824368556	662.850074962092	814.676763245368
ENSMUSG00000049506	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049511	900.924646827323	958.661977417422	706.714275564825	500.362206944248	644.208566896605	1066.94629649195	464.809063381051	619.452979602223	399.432753335908	295.404624975149
ENSMUSG00000049515	4	1	4	6	8	1	1	6	1	3
ENSMUSG00000049516	1051.72860297121	882.974663601733	756.441486898077	754.170729358038	1166.83710443202	1316.32968426408	1180.95396738291	1439.56617765812	719.623688838202	853.798901691266
ENSMUSG00000049517	8859.4331346399	7216.19695510542	5804.05618746921	6982.22144565256	9984.29518799636	11258.4198730907	12035.4587970854	11599.0458414984	9083.13710562709	8200.87677715229
ENSMUSG00000049521	2118	1841	2580	2641	2274	2704	2556	3111	2909	3167
ENSMUSG00000049526	8	8	0	2.43379484368747	2	9	4	9	0	0
ENSMUSG00000049528	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049530	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049532	609	485	537	640	630	705	717	705	854	1006
ENSMUSG00000049536	13	19	20	17	24	23	23	32	51	15
ENSMUSG00000049537	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049538	146	144.007106541966	221	245	190	199	214	271	74	70
ENSMUSG00000049539	3	0	0	5	1	2	2	5	1	6
ENSMUSG00000049548	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049550	3751.84470575019	3601.47994848792	3512.56714849662	3631.33106906239	3487.01341793188	4128.13950788898	3627.09350632878	4284.79189684482	2914.18001446751	3330.08692661944
ENSMUSG00000049551	3	2	0	6	2	0	4	6	7	7
ENSMUSG00000049553	635.048599986312	653.570314872403	556.820990529997	555.762610037512	578.786521969079	706.98993405093	673.868523659888	828.643915712748	593.496430272677	561.31626515905
ENSMUSG00000049555	16.9999983308494	19	10	14	12	14.9478735646214	8	8.53728071769107	0	3
ENSMUSG00000049556	47	31	47	51	41	33	60	39	28	32
ENSMUSG00000049560	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049561	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049562	108	82	106	149	109	99	117	126	172	169
ENSMUSG00000049565	18.0461044364434	15.024654988161	8.0000142793436	16.1436153556928	27.0172420067924	23.0551031813432	23.0143412060246	19.1173561622144	13.5024399300043	26.5091464273743
ENSMUSG00000049571	17	6.00596892983675	8	5	10	4	26	0	5.00095226524632	0
ENSMUSG00000049573	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049576	11.8933338849824	2.40530609820506	12.0703611126353	7.33441128078553	13.0738937498141	6.13540346240295	7.13877917978006	9.48851983102218	7.42523032845912	3.68894055054268
ENSMUSG00000049577	335	284	350.64975072803	403	309	342	334	323	358.776125074914	338.41477978112
ENSMUSG00000049580	107.478970257898	119.970903805728	164.435433671269	196.091489327407	87.1855181374339	97.6139995827448	226.82639880047	209.196721526342	198.089080667462	168.789479101017
ENSMUSG00000049583	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000049588	12	3	9	8	9	2	2	12	3	7
ENSMUSG00000049593	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049598	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000049600	256.221301281201	182.963940804035	299.244853643485	282.159507011938	175.051903242833	262.102220373926	156.55257032971	228.835020894414	269.680610621218	322.722121672443
ENSMUSG00000049604	511	404	889	1011	552	615	705	624	1215	1238
ENSMUSG00000049605	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049606	2093.97775544573	1889.64256801382	1644.67820099411	1580.15459097268	2095.41739274467	2217.01761564389	1934.9413936815	2237.97578841231	1235.0852726664	1345.66718948462
ENSMUSG00000049608	3	0	0	3	1.00030813435644	4	1	0	0	3
ENSMUSG00000049612	3	0	0	1	1	0	2	0	3	4
ENSMUSG00000049618	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049620	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049624	675.750629012082	577.577789615275	522.31333211185	550.929704055946	741.019071678018	753.422079387369	567.129290613721	645.001837312092	413.450863467705	393.129447846473
ENSMUSG00000049625	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000049630	9	14.07395089976	7	15.2554106128011	9.73721559065326	8	10	10.5672348559094	0	3
ENSMUSG00000049641	0	0	3	0	0	0	0	2	9	2
ENSMUSG00000049643	536.005263626158	400.249976178828	468.451419622771	574.892885750214	518.83238244646	599.643454655834	480.893349818838	509.303805440416	511.972581724914	498.671772454664
ENSMUSG00000049648	0	0	0	0	0	0	0	0	0	1.63787732947765
ENSMUSG00000049649	4	7	4	4	3	2	5	0	17	11
ENSMUSG00000049653	1	0	0	0	4	4	2	0	1	0
ENSMUSG00000049657	818.997059125161	672.511234156876	434.44539863125	539.737399826528	671.613698692125	767.078920161126	541.902231258517	576.341340670412	347.634716071489	455.908494892349
ENSMUSG00000049658	1740.49801051413	1753.21420664111	1447.64034165236	1306.83699139574	1703.51823464878	1895.1049272853	1653.14955054735	1854.67618986487	1046.42136066151	1149.38437741373
ENSMUSG00000049659	1518	1408	1253	1279	1439	1716	1535	1816	1187	1455
ENSMUSG00000049670	133	153	156	221	179	239	255	300	206	266
ENSMUSG00000049672	994.96253123479	869	619	610	931.987474998083	1017	781.960185165751	844	491	575.890651697821
ENSMUSG00000049674	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049676	30.3986945975609	36.412810303007	14	24.5572335349559	35.2864566473387	46.1511411938144	29.0046717509812	45.5787543673753	15	23.9927030688658
ENSMUSG00000049680	833.047647449758	669.356361207598	750.225146808674	716.996898457033	710.482509176835	821.917035593934	771.368032916375	728.173014896662	670.466221828363	679.018449108541
ENSMUSG00000049685	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049686	366	359	505	445	367	492	361	392	418	350
ENSMUSG00000049687	183	129	70	88	144	163	168	102	112	138
ENSMUSG00000049690	144.79625168626	126.04635735165	44.0652385875688	43.1083977927157	185.489824546712	182.643184412427	200.250658286088	246.336088651246	44.5820907395689	27.1499105603794
ENSMUSG00000049691	8	15	4	5	17	11	31	40	5	9
ENSMUSG00000049692	0	0	2.00345762243696	2.11998510751365	3.61901292135394	5.35860286881226	8.45340458157274	12.2004555541979	6.01316034057234	9.24792522667304
ENSMUSG00000049694	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049699	2.28882426690591	8.1940834249278	2.1029733840619	7.77798817682916	6.04945858085736	2.11178758952923	6.07412406288405	4.61685887028974	12.7509948191089	8.91760776660534
ENSMUSG00000049709	17.0353030262948	9.0257917860457	7.79629761214589	13.0104492825158	24.3850597314826	10.08922567597	14.013921683026	9.36342202233002	1.00098747137059	8.11473147980977
ENSMUSG00000049717	331	370	265	328	287	423	315	353	204	178
ENSMUSG00000049719	1	2	3	5	0	2	1	0	4	0
ENSMUSG00000049721	1	1	0	0	0	0	2	0	0	0
ENSMUSG00000049723	47.428963872071	33.9539438860097	8.54000329492997	11.7516408849967	22.7775413230315	37.4838756432821	40.2168928933686	33.9729545706733	18.9004855895724	25.1438008619701
ENSMUSG00000049728	354.258058771	332.309697864918	317.187511798612	299.903954074562	349.210553049595	408.967725274705	409.620953483302	461.137175042588	363.351248445014	317.093851919836
ENSMUSG00000049734	133.532823617592	95.01049264844	152.794133390676	191.496487718102	154.100262461704	116.007728867991	139.82376514199	99.8440277834405	165.235947530623	146.414248329735
ENSMUSG00000049737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049739	867.896795077583	836.711877264465	802.558934496672	910.999245373628	984.52464537565	1082.68482497082	889.3811274427	941.281795792295	606.869491360204	724.578866725622
ENSMUSG00000049740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049741	1	1	0	0	0	0	0	4	0	0
ENSMUSG00000049744	2	1	0	0	0	0	2	0	1	4
ENSMUSG00000049751	2460	2148.51332488111	3581.74598280149	3783.24259911051	2645.99531528384	3324.99786840033	3329	3255	5157.56460552324	4071.02793169542
ENSMUSG00000049755	689.818140033866	655.266432366101	574	580	699.762801826882	827.437330190181	633.752446282155	547.835981253126	399	505
ENSMUSG00000049758	1	2	0	2.24584582417512	1	1	0	0	0	0
ENSMUSG00000049760	982	856	1411	1670	1054	1245	1135	1238	1626	1544
ENSMUSG00000049761	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049764	1252	1132.98164082049	859.021215862297	753.114930134476	1184	1264	1064	1158	843.695986020382	818.942436146552
ENSMUSG00000049775	30610	29344	36227	28523	26541	35388	24781	25679	21252	12769
ENSMUSG00000049791	1966.13784384704	1646.54593556348	954.129401776969	700.933757006065	2027.15015953267	2177.45887556137	1240.51683577556	1126.01311269518	354.204337717104	310.060421465594
ENSMUSG00000049792	1363	1220	1283	1160	1314	1577	1184	1253	1144	957
ENSMUSG00000049796	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049797	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049799	28.9470399381105	17.3007636084261	15.5488865064245	8.03602720431086	38.4377801052908	21.4016803921725	31.3185533057461	44.8811606955657	10.0219641355467	26.5071490749378
ENSMUSG00000049800	2370.48539842319	2169	1503	1443	2398	2588	2085	2284	1398	1483
ENSMUSG00000049804	1172	1009	539	503	1255	1200	1147	1350	705	811
ENSMUSG00000049806	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049807	2804.37288562353	2509.73612036161	2573.19862769154	2804.85098140156	2574.30135910987	3265.21564244576	2335.71985157216	2565.36588115257	2354.6664846897	2532.30238258451
